Gauss-Seidel	Jacobi	eps
3	3	0.0236236
3	3	0.0237237
3	3	0.0238238
3	3	0.0239239
3	3	0.024024
3	3	0.0241241
3	3	0.0242242
3	3	0.0243243
3	3	0.0244244
3	3	0.0245245
3	3	0.0246246
3	3	0.0247247
3	3	0.0248248
3	3	0.0249249
3	3	0.025025
3	3	0.0251251
3	3	0.0252252
3	3	0.0253253
3	3	0.0254254
3	3	0.0255255
3	3	0.0256256
3	3	0.0257257
3	3	0.0258258
3	3	0.0259259
3	3	0.026026
3	3	0.0261261
3	3	0.0262262
3	3	0.0263263
3	3	0.0264264
3	3	0.0265265
3	3	0.0266266
3	3	0.0267267
3	3	0.0268268
3	3	0.0269269
3	3	0.027027
3	3	0.0271271
3	3	0.0272272
3	3	0.0273273
3	3	0.0274274
3	3	0.0275275
3	3	0.0276276
3	3	0.0277277
3	3	0.0278278
3	3	0.0279279
3	3	0.028028
3	3	0.0281281
3	3	0.0282282
3	3	0.0283283
3	3	0.0284284
3	3	0.0285285
3	3	0.0286286
3	3	0.0287287
3	3	0.0288288
3	3	0.0289289
3	3	0.029029
3	3	0.0291291
3	3	0.0292292
3	3	0.0293293
3	3	0.0294294
3	3	0.0295295
3	3	0.0296296
3	3	0.0297297
3	3	0.0298298
3	3	0.0299299
3	3	0.03003
3	3	0.0301301
3	3	0.0302302
3	3	0.0303303
3	3	0.0304304
3	3	0.0305305
3	3	0.0306306
3	3	0.0307307
3	3	0.0308308
3	3	0.0309309
3	3	0.031031
3	3	0.0311311
3	3	0.0312312
3	3	0.0313313
3	3	0.0314314
3	3	0.0315315
3	3	0.0316316
3	3	0.0317317
3	3	0.0318318
3	3	0.0319319
3	3	0.032032
3	3	0.0321321
3	3	0.0322322
3	3	0.0323323
3	3	0.0324324
3	3	0.0325325
3	3	0.0326326
3	3	0.0327327
3	3	0.0328328
3	3	0.0329329
3	3	0.033033
3	3	0.0331331
3	3	0.0332332
3	3	0.0333333
3	3	0.0334334
3	3	0.0335335
3	3	0.0336336
3	3	0.0337337
3	3	0.0338338
3	3	0.0339339
3	3	0.034034
3	3	0.0341341
3	3	0.0342342
3	3	0.0343343
3	3	0.0344344
3	3	0.0345345
3	3	0.0346346
3	3	0.0347347
3	3	0.0348348
3	3	0.0349349
3	3	0.035035
3	3	0.0351351
3	3	0.0352352
3	3	0.0353353
3	3	0.0354354
3	3	0.0355355
3	3	0.0356356
3	3	0.0357357
3	3	0.0358358
3	3	0.0359359
3	3	0.036036
3	3	0.0361361
3	3	0.0362362
3	3	0.0363363
3	3	0.0364364
3	3	0.0365365
3	3	0.0366366
3	3	0.0367367
3	3	0.0368368
3	3	0.0369369
3	3	0.037037
3	3	0.0371371
3	3	0.0372372
3	3	0.0373373
3	3	0.0374374
3	3	0.0375375
3	3	0.0376376
3	3	0.0377377
3	3	0.0378378
3	3	0.0379379
3	3	0.038038
3	3	0.0381381
3	3	0.0382382
3	3	0.0383383
3	3	0.0384384
3	3	0.0385385
3	3	0.0386386
3	3	0.0387387
3	3	0.0388388
3	3	0.0389389
3	3	0.039039
3	3	0.0391391
3	3	0.0392392
3	3	0.0393393
3	3	0.0394394
3	3	0.0395395
3	3	0.0396396
3	3	0.0397397
3	3	0.0398398
3	3	0.0399399
3	3	0.04004
3	3	0.0401401
3	3	0.0402402
3	3	0.0403403
3	3	0.0404404
3	3	0.0405405
3	3	0.0406406
3	3	0.0407407
3	3	0.0408408
3	3	0.0409409
3	3	0.041041
3	3	0.0411411
3	3	0.0412412
3	3	0.0413413
3	3	0.0414414
3	3	0.0415415
3	3	0.0416416
3	3	0.0417417
3	3	0.0418418
3	3	0.0419419
3	3	0.042042
3	3	0.0421421
3	3	0.0422422
3	3	0.0423423
3	3	0.0424424
3	3	0.0425425
3	3	0.0426426
3	3	0.0427427
3	3	0.0428428
3	3	0.0429429
3	3	0.043043
3	3	0.0431431
3	3	0.0432432
3	3	0.0433433
3	3	0.0434434
3	3	0.0435435
3	3	0.0436436
3	3	0.0437437
3	3	0.0438438
3	3	0.0439439
3	3	0.044044
3	3	0.0441441
3	3	0.0442442
3	3	0.0443443
3	3	0.0444444
3	3	0.0445445
3	3	0.0446446
3	3	0.0447447
3	3	0.0448448
3	3	0.0449449
3	3	0.045045
3	3	0.0451451
3	3	0.0452452
3	3	0.0453453
3	3	0.0454454
3	3	0.0455455
3	3	0.0456456
3	3	0.0457457
3	3	0.0458458
3	3	0.0459459
3	3	0.046046
3	3	0.0461461
3	3	0.0462462
3	3	0.0463463
3	3	0.0464464
3	3	0.0465465
3	3	0.0466466
3	3	0.0467467
3	3	0.0468468
3	3	0.0469469
3	3	0.047047
3	3	0.0471471
3	3	0.0472472
3	3	0.0473473
3	3	0.0474474
3	3	0.0475475
3	3	0.0476476
3	3	0.0477477
3	3	0.0478478
3	3	0.0479479
3	3	0.048048
3	3	0.0481481
3	3	0.0482482
3	3	0.0483483
3	3	0.0484484
3	3	0.0485485
3	3	0.0486486
3	3	0.0487487
3	3	0.0488488
3	3	0.0489489
3	3	0.049049
3	3	0.0491491
3	3	0.0492492
3	3	0.0493493
3	3	0.0494494
3	3	0.0495495
3	3	0.0496496
3	3	0.0497497
3	3	0.0498498
3	3	0.0499499
3	3	0.0500501
3	3	0.0501502
3	3	0.0502503
3	3	0.0503504
3	3	0.0504505
3	3	0.0505506
3	3	0.0506507
3	3	0.0507508
3	3	0.0508509
3	3	0.050951
3	3	0.0510511
3	3	0.0511512
3	3	0.0512513
3	3	0.0513514
3	3	0.0514515
3	3	0.0515516
3	3	0.0516517
3	3	0.0517518
3	3	0.0518519
3	3	0.051952
3	3	0.0520521
3	3	0.0521522
3	3	0.0522523
3	3	0.0523524
3	3	0.0524525
3	3	0.0525526
3	3	0.0526527
3	3	0.0527528
3	3	0.0528529
3	3	0.052953
3	3	0.0530531
3	3	0.0531532
3	3	0.0532533
3	3	0.0533534
3	3	0.0534535
3	3	0.0535536
3	3	0.0536537
3	3	0.0537538
3	3	0.0538539
3	3	0.053954
3	3	0.0540541
3	3	0.0541542
3	3	0.0542543
3	3	0.0543544
3	3	0.0544545
3	3	0.0545546
3	3	0.0546547
3	3	0.0547548
3	3	0.0548549
3	3	0.054955
3	3	0.0550551
3	3	0.0551552
3	3	0.0552553
3	3	0.0553554
3	3	0.0554555
3	3	0.0555556
3	3	0.0556557
3	3	0.0557558
3	3	0.0558559
3	3	0.055956
3	3	0.0560561
3	3	0.0561562
3	3	0.0562563
3	3	0.0563564
3	3	0.0564565
3	3	0.0565566
3	3	0.0566567
3	3	0.0567568
3	3	0.0568569
3	3	0.056957
3	3	0.0570571
3	3	0.0571572
3	3	0.0572573
3	3	0.0573574
3	3	0.0574575
3	3	0.0575576
3	3	0.0576577
3	3	0.0577578
3	3	0.0578579
3	3	0.057958
3	3	0.0580581
3	3	0.0581582
3	3	0.0582583
3	3	0.0583584
3	3	0.0584585
3	3	0.0585586
3	3	0.0586587
3	3	0.0587588
3	3	0.0588589
3	3	0.058959
3	3	0.0590591
3	3	0.0591592
3	3	0.0592593
3	3	0.0593594
3	3	0.0594595
3	3	0.0595596
3	3	0.0596597
3	3	0.0597598
3	3	0.0598599
3	3	0.05996
3	3	0.0600601
3	3	0.0601602
3	3	0.0602603
3	3	0.0603604
3	3	0.0604605
3	3	0.0605606
3	3	0.0606607
3	3	0.0607608
3	3	0.0608609
3	3	0.060961
3	3	0.0610611
3	3	0.0611612
3	3	0.0612613
3	3	0.0613614
3	3	0.0614615
3	3	0.0615616
3	3	0.0616617
3	3	0.0617618
3	3	0.0618619
3	3	0.061962
3	3	0.0620621
3	3	0.0621622
3	3	0.0622623
3	3	0.0623624
3	3	0.0624625
3	3	0.0625626
3	3	0.0626627
3	3	0.0627628
3	3	0.0628629
3	3	0.062963
3	3	0.0630631
3	3	0.0631632
3	3	0.0632633
3	3	0.0633634
3	3	0.0634635
3	3	0.0635636
3	3	0.0636637
3	3	0.0637638
3	3	0.0638639
3	3	0.063964
3	3	0.0640641
3	3	0.0641642
3	3	0.0642643
3	3	0.0643644
3	3	0.0644645
3	3	0.0645646
3	3	0.0646647
3	3	0.0647648
3	3	0.0648649
3	3	0.064965
3	3	0.0650651
3	3	0.0651652
3	3	0.0652653
3	3	0.0653654
3	3	0.0654655
3	3	0.0655656
3	3	0.0656657
3	3	0.0657658
3	3	0.0658659
3	3	0.065966
3	3	0.0660661
3	3	0.0661662
3	3	0.0662663
3	3	0.0663664
3	3	0.0664665
3	3	0.0665666
3	3	0.0666667
3	3	0.0667668
3	3	0.0668669
3	3	0.066967
3	3	0.0670671
3	3	0.0671672
3	3	0.0672673
3	3	0.0673674
3	3	0.0674675
3	3	0.0675676
3	3	0.0676677
3	3	0.0677678
3	3	0.0678679
3	3	0.067968
3	3	0.0680681
3	3	0.0681682
3	3	0.0682683
3	3	0.0683684
3	3	0.0684685
3	3	0.0685686
3	3	0.0686687
3	3	0.0687688
3	3	0.0688689
3	3	0.068969
3	3	0.0690691
3	3	0.0691692
3	3	0.0692693
3	3	0.0693694
3	3	0.0694695
3	3	0.0695696
3	3	0.0696697
3	3	0.0697698
3	3	0.0698699
3	3	0.06997
3	3	0.0700701
3	3	0.0701702
3	3	0.0702703
3	3	0.0703704
3	3	0.0704705
3	3	0.0705706
3	3	0.0706707
3	3	0.0707708
3	3	0.0708709
3	3	0.070971
3	3	0.0710711
3	3	0.0711712
3	3	0.0712713
3	3	0.0713714
3	3	0.0714715
3	3	0.0715716
3	3	0.0716717
3	3	0.0717718
3	3	0.0718719
3	3	0.071972
3	3	0.0720721
3	3	0.0721722
3	3	0.0722723
3	3	0.0723724
3	3	0.0724725
3	3	0.0725726
3	3	0.0726727
3	3	0.0727728
3	3	0.0728729
3	3	0.072973
3	3	0.0730731
3	3	0.0731732
3	3	0.0732733
3	3	0.0733734
3	3	0.0734735
3	3	0.0735736
3	3	0.0736737
3	3	0.0737738
3	3	0.0738739
3	3	0.073974
3	3	0.0740741
3	3	0.0741742
3	3	0.0742743
3	3	0.0743744
3	3	0.0744745
3	3	0.0745746
3	3	0.0746747
3	3	0.0747748
3	3	0.0748749
3	3	0.074975
3	3	0.0750751
3	3	0.0751752
3	3	0.0752753
3	3	0.0753754
3	3	0.0754755
3	3	0.0755756
3	3	0.0756757
3	3	0.0757758
3	3	0.0758759
3	3	0.075976
3	3	0.0760761
3	3	0.0761762
3	3	0.0762763
3	3	0.0763764
3	3	0.0764765
3	3	0.0765766
3	3	0.0766767
3	3	0.0767768
3	3	0.0768769
3	3	0.076977
3	3	0.0770771
3	3	0.0771772
3	3	0.0772773
3	3	0.0773774
3	3	0.0774775
3	3	0.0775776
3	3	0.0776777
3	3	0.0777778
3	3	0.0778779
3	3	0.077978
3	3	0.0780781
3	3	0.0781782
3	3	0.0782783
3	3	0.0783784
3	3	0.0784785
3	3	0.0785786
3	3	0.0786787
3	3	0.0787788
3	3	0.0788789
3	3	0.078979
3	3	0.0790791
3	3	0.0791792
3	3	0.0792793
3	3	0.0793794
3	3	0.0794795
3	3	0.0795796
3	3	0.0796797
3	3	0.0797798
3	3	0.0798799
3	3	0.07998
3	3	0.0800801
3	3	0.0801802
3	3	0.0802803
3	3	0.0803804
3	3	0.0804805
3	3	0.0805806
3	3	0.0806807
3	3	0.0807808
3	3	0.0808809
3	3	0.080981
3	3	0.0810811
3	3	0.0811812
3	3	0.0812813
3	3	0.0813814
3	3	0.0814815
3	3	0.0815816
3	3	0.0816817
3	3	0.0817818
3	3	0.0818819
3	3	0.081982
3	3	0.0820821
3	3	0.0821822
3	3	0.0822823
3	3	0.0823824
3	3	0.0824825
3	3	0.0825826
3	3	0.0826827
3	3	0.0827828
3	3	0.0828829
3	3	0.082983
3	3	0.0830831
3	3	0.0831832
3	3	0.0832833
3	3	0.0833834
3	3	0.0834835
3	3	0.0835836
3	3	0.0836837
3	3	0.0837838
3	3	0.0838839
3	3	0.083984
3	3	0.0840841
3	3	0.0841842
3	3	0.0842843
3	3	0.0843844
3	3	0.0844845
3	3	0.0845846
3	3	0.0846847
3	3	0.0847848
3	3	0.0848849
3	3	0.084985
3	3	0.0850851
3	3	0.0851852
3	3	0.0852853
3	3	0.0853854
3	3	0.0854855
3	3	0.0855856
3	3	0.0856857
3	3	0.0857858
3	3	0.0858859
3	3	0.085986
3	3	0.0860861
3	3	0.0861862
3	3	0.0862863
3	3	0.0863864
3	3	0.0864865
3	3	0.0865866
3	3	0.0866867
3	3	0.0867868
3	3	0.0868869
3	3	0.086987
3	3	0.0870871
3	3	0.0871872
3	3	0.0872873
3	3	0.0873874
3	3	0.0874875
3	3	0.0875876
3	3	0.0876877
3	3	0.0877878
3	3	0.0878879
3	3	0.087988
3	3	0.0880881
3	3	0.0881882
3	3	0.0882883
3	3	0.0883884
3	3	0.0884885
3	3	0.0885886
3	3	0.0886887
3	3	0.0887888
3	3	0.0888889
3	3	0.088989
3	3	0.0890891
3	3	0.0891892
3	3	0.0892893
3	3	0.0893894
3	3	0.0894895
3	3	0.0895896
3	3	0.0896897
3	3	0.0897898
3	3	0.0898899
3	3	0.08999
3	3	0.0900901
3	3	0.0901902
3	3	0.0902903
3	3	0.0903904
3	3	0.0904905
3	3	0.0905906
3	3	0.0906907
3	3	0.0907908
3	3	0.0908909
3	3	0.090991
3	3	0.0910911
3	3	0.0911912
3	3	0.0912913
3	3	0.0913914
3	3	0.0914915
3	3	0.0915916
3	3	0.0916917
3	3	0.0917918
3	3	0.0918919
3	3	0.091992
3	3	0.0920921
3	3	0.0921922
3	3	0.0922923
3	3	0.0923924
3	3	0.0924925
3	3	0.0925926
3	3	0.0926927
3	3	0.0927928
3	3	0.0928929
3	3	0.092993
3	3	0.0930931
3	3	0.0931932
3	3	0.0932933
3	3	0.0933934
3	3	0.0934935
3	3	0.0935936
3	3	0.0936937
3	3	0.0937938
3	3	0.0938939
3	3	0.093994
3	3	0.0940941
3	3	0.0941942
3	3	0.0942943
3	3	0.0943944
3	3	0.0944945
3	3	0.0945946
3	3	0.0946947
3	3	0.0947948
3	3	0.0948949
3	3	0.094995
3	3	0.0950951
3	3	0.0951952
3	3	0.0952953
3	3	0.0953954
3	3	0.0954955
3	3	0.0955956
3	3	0.0956957
3	3	0.0957958
3	3	0.0958959
3	3	0.095996
3	3	0.0960961
3	3	0.0961962
3	3	0.0962963
3	3	0.0963964
3	3	0.0964965
3	3	0.0965966
3	3	0.0966967
3	3	0.0967968
3	3	0.0968969
3	3	0.096997
3	3	0.0970971
3	3	0.0971972
3	3	0.0972973
3	3	0.0973974
3	3	0.0974975
3	3	0.0975976
3	3	0.0976977
3	3	0.0977978
3	3	0.0978979
3	3	0.097998
3	3	0.0980981
3	3	0.0981982
3	3	0.0982983
3	3	0.0983984
3	3	0.0984985
3	3	0.0985986
3	3	0.0986987
3	3	0.0987988
3	3	0.0988989
3	3	0.098999
3	3	0.0990991
3	3	0.0991992
3	3	0.0992993
3	3	0.0993994
3	3	0.0994995
3	3	0.0995996
3	3	0.0996997
3	3	0.0997998
3	3	0.0998999
3	3	0.1
